race,state,modeldate,candidate_name,pct_estimate,pct_trend_adjusted,timestamp,contestdate
2020D,Oregon,8/13/2019,Pete Buttigieg,3,5.5005507,17:27:24 10 Dec 2019,5/19/2020
2020D,Oklahoma,8/13/2019,Pete Buttigieg,5.9,5.8290985,17:27:24 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,Pete Buttigieg,6.0507409,5.7311121,17:27:24 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,Pete Buttigieg,5.8106556,4.9840576,17:27:24 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,Pete Buttigieg,7.2088391,7.0554497,17:27:24 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,Pete Buttigieg,5.6201776,5.0559326,17:27:24 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,Pete Buttigieg,5.4450828,,17:27:24 10 Dec 2019,
2020D,Mississippi,8/13/2019,Pete Buttigieg,2.1591782,1.6478281,17:27:24 10 Dec 2019,3/10/2020
2020D,Minnesota,8/13/2019,Pete Buttigieg,7.0303101,5.6032409,17:27:24 10 Dec 2019,3/3/2020
2020D,Michigan,8/13/2019,Pete Buttigieg,4.3238383,4.8688478,17:27:24 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/13/2019,Pete Buttigieg,9.4548787,8.1811138,17:27:24 10 Dec 2019,3/3/2020
2020D,Maine,8/13/2019,Pete Buttigieg,8,6.8561417,17:27:24 10 Dec 2019,3/3/2020
2020D,Iowa,8/13/2019,Pete Buttigieg,8.723501,8.3436317,17:27:24 10 Dec 2019,2/3/2020
2020D,Indiana,8/13/2019,Pete Buttigieg,20,17.939449,17:27:24 10 Dec 2019,5/5/2020
2020D,Illinois,8/13/2019,Pete Buttigieg,9.3,9.2377665,17:27:24 10 Dec 2019,3/17/2020
2020D,Georgia,8/13/2019,Pete Buttigieg,3.6788482,3.5387729,17:27:24 10 Dec 2019,3/24/2020
2020D,Florida,8/13/2019,Pete Buttigieg,7.6437411,6.4235416,17:27:24 10 Dec 2019,3/17/2020
2020D,California,8/13/2019,Pete Buttigieg,5.0641182,4.9279262,17:27:24 10 Dec 2019,3/3/2020
2020D,Arizona,8/13/2019,Pete Buttigieg,5.6,4.4927176,17:27:24 10 Dec 2019,3/17/2020
2020D,Alabama,8/13/2019,Pete Buttigieg,1.3705146,2.4021709,17:27:24 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/13/2019,Tulsi Gabbard,.93230841,1.1277822,17:27:22 10 Dec 2019,4/7/2020
2020D,Washington,8/13/2019,Tulsi Gabbard,.6,.63375829,17:27:22 10 Dec 2019,3/10/2020
2020D,Virginia,8/13/2019,Tulsi Gabbard,0,.10779578,17:27:22 10 Dec 2019,3/3/2020
2020D,Texas,8/13/2019,Tulsi Gabbard,.48957326,.59856766,17:27:22 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,Tulsi Gabbard,1,1.137388,17:27:22 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,Tulsi Gabbard,.66781347,.74347558,17:27:22 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/13/2019,Tulsi Gabbard,.95382951,1.2478669,17:27:22 10 Dec 2019,4/28/2020
2020D,Oregon,8/13/2019,Tulsi Gabbard,1,1.4211116,17:27:22 10 Dec 2019,5/19/2020
2020D,Oklahoma,8/13/2019,Tulsi Gabbard,1.776e-15,.06095855,17:27:22 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,Tulsi Gabbard,1.2473815,1.4208789,17:27:22 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,Tulsi Gabbard,.85105554,1.0012907,17:27:22 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,Tulsi Gabbard,2.9033971,2.9739607,17:27:22 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,Tulsi Gabbard,.89561055,1.1346405,17:27:22 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,Tulsi Gabbard,1.0871216,,17:27:22 10 Dec 2019,
2020D,Mississippi,8/13/2019,Tulsi Gabbard,1.776e-15,.12057817,17:27:22 10 Dec 2019,3/10/2020
2020D,Minnesota,8/13/2019,Tulsi Gabbard,0,0,17:27:22 10 Dec 2019,3/3/2020
2020D,Michigan,8/13/2019,Tulsi Gabbard,.69529473,.98992021,17:27:22 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/13/2019,Tulsi Gabbard,.85663212,1.2160023,17:27:22 10 Dec 2019,3/3/2020
2020D,Maine,8/13/2019,Tulsi Gabbard,1.776e-15,.2221187,17:27:22 10 Dec 2019,3/3/2020
2020D,Iowa,8/13/2019,Tulsi Gabbard,1.0467101,1.1270532,17:27:22 10 Dec 2019,2/3/2020
2020D,Illinois,8/13/2019,Tulsi Gabbard,.3,.33822001,17:27:22 10 Dec 2019,3/17/2020
2020D,Georgia,8/13/2019,Tulsi Gabbard,1.776e-15,.12057817,17:27:22 10 Dec 2019,3/24/2020
2020D,Florida,8/13/2019,Tulsi Gabbard,.16560014,.47187764,17:27:22 10 Dec 2019,3/17/2020
2020D,California,8/13/2019,Tulsi Gabbard,1.0592424,1.1236108,17:27:22 10 Dec 2019,3/3/2020
2020D,Arizona,8/13/2019,Tulsi Gabbard,1.1,1.5054753,17:27:22 10 Dec 2019,3/17/2020
2020D,Alabama,8/13/2019,Tulsi Gabbard,0,0,17:27:22 10 Dec 2019,3/3/2020
2020D,Virginia,8/13/2019,Bill de Blasio,1.776e-15,0,17:27:20 10 Dec 2019,3/3/2020
2020D,Texas,8/13/2019,Bill de Blasio,.14434631,.07432726,17:27:20 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,Bill de Blasio,0,0,17:27:20 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,Bill de Blasio,.06633083,0,17:27:20 10 Dec 2019,2/29/2020
2020D,Oklahoma,8/13/2019,Bill de Blasio,1.776e-15,0,17:27:20 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,Bill de Blasio,.25219287,.09328861,17:27:20 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,Bill de Blasio,.42384407,.35574446,17:27:20 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,Bill de Blasio,0,0,17:27:20 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,Bill de Blasio,1.776e-15,0,17:27:20 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,Bill de Blasio,.37138042,,17:27:20 10 Dec 2019,
2020D,Mississippi,8/13/2019,Bill de Blasio,.30686998,.13715575,17:27:20 10 Dec 2019,3/10/2020
2020D,Michigan,8/13/2019,Bill de Blasio,1.776e-15,0,17:27:20 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/13/2019,Bill de Blasio,1.776e-15,0,17:27:20 10 Dec 2019,3/3/2020
2020D,Maine,8/13/2019,Bill de Blasio,1.776e-15,0,17:27:20 10 Dec 2019,3/3/2020
2020D,Iowa,8/13/2019,Bill de Blasio,.01490904,0,17:27:20 10 Dec 2019,2/3/2020
2020D,Illinois,8/13/2019,Bill de Blasio,.4,.2630972,17:27:20 10 Dec 2019,3/17/2020
2020D,Georgia,8/13/2019,Bill de Blasio,0,0,17:27:20 10 Dec 2019,3/24/2020
2020D,Florida,8/13/2019,Bill de Blasio,.61738982,.47661534,17:27:20 10 Dec 2019,3/17/2020
2020D,California,8/13/2019,Bill de Blasio,.11067774,.01595978,17:27:20 10 Dec 2019,3/3/2020
2020D,Alabama,8/13/2019,Bill de Blasio,.27842644,.12203431,17:27:20 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/13/2019,Andrew Yang,.82225919,.97148281,17:27:19 10 Dec 2019,4/7/2020
2020D,Washington,8/13/2019,Andrew Yang,1.6943157,1.5739342,17:27:19 10 Dec 2019,3/10/2020
2020D,Virginia,8/13/2019,Andrew Yang,.82230919,1.1473585,17:27:19 10 Dec 2019,3/3/2020
2020D,Texas,8/13/2019,Andrew Yang,1.5008374,1.5467711,17:27:19 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,Andrew Yang,0,0,17:27:19 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,Andrew Yang,.72648852,.71376123,17:27:19 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/13/2019,Andrew Yang,.38808512,.75186459,17:27:19 10 Dec 2019,4/28/2020
2020D,Oregon,8/13/2019,Andrew Yang,3.6340537,4.2494496,17:27:19 10 Dec 2019,5/19/2020
2020D,Oklahoma,8/13/2019,Andrew Yang,1.776e-15,0,17:27:19 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,Andrew Yang,1.5602223,1.6206557,17:27:19 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,Andrew Yang,1.2036271,1.3654217,17:27:19 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,Andrew Yang,1.964237,1.9405612,17:27:19 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,Andrew Yang,1.4104466,1.6604655,17:27:19 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,Andrew Yang,1.5269475,,17:27:19 10 Dec 2019,
2020D,Mississippi,8/13/2019,Andrew Yang,.1686036,.25909373,17:27:19 10 Dec 2019,3/10/2020
2020D,Minnesota,8/13/2019,Andrew Yang,1.6225046,1.9659655,17:27:19 10 Dec 2019,3/3/2020
2020D,Michigan,8/13/2019,Andrew Yang,.88136834,1.0661317,17:27:19 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/13/2019,Andrew Yang,.80559769,1.1444721,17:27:19 10 Dec 2019,3/3/2020
2020D,Maine,8/13/2019,Andrew Yang,5,5.2232821,17:27:19 10 Dec 2019,3/3/2020
2020D,Iowa,8/13/2019,Andrew Yang,1.0463806,1.0899264,17:27:19 10 Dec 2019,2/3/2020
2020D,Illinois,8/13/2019,Andrew Yang,.3,.22028228,17:27:19 10 Dec 2019,3/17/2020
2020D,Georgia,8/13/2019,Andrew Yang,3.6678141,3.617101,17:27:19 10 Dec 2019,3/24/2020
2020D,Florida,8/13/2019,Andrew Yang,1.4070514,1.7301969,17:27:19 10 Dec 2019,3/17/2020
2020D,California,8/13/2019,Andrew Yang,1.5083066,1.481952,17:27:19 10 Dec 2019,3/3/2020
2020D,Arizona,8/13/2019,Andrew Yang,.1465686,.48552953,17:27:19 10 Dec 2019,3/17/2020
2020D,Alabama,8/13/2019,Andrew Yang,.68455318,.99949445,17:27:19 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/13/2019,Tom Steyer,1.403999,1.4495262,17:27:16 10 Dec 2019,4/7/2020
2020D,Texas,8/13/2019,Tom Steyer,.30087562,.37814168,17:27:16 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,Tom Steyer,1.1346705,1.1137647,17:27:16 10 Dec 2019,2/29/2020
2020D,Oklahoma,8/13/2019,Tom Steyer,1.776e-15,.0369217,17:27:16 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,Tom Steyer,1,1.0105801,17:27:16 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,Tom Steyer,1.776e-15,.1129276,17:27:16 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,Tom Steyer,1.4817215,1.5480533,17:27:16 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,Tom Steyer,3.4952505,3.6429455,17:27:16 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,Tom Steyer,.47208771,,17:27:16 10 Dec 2019,
2020D,Michigan,8/13/2019,Tom Steyer,1,.93780346,17:27:16 10 Dec 2019,3/10/2020
2020D,Iowa,8/13/2019,Tom Steyer,2.5698953,2.6417766,17:27:16 10 Dec 2019,2/3/2020
2020D,Illinois,8/13/2019,Tom Steyer,.8,.91027639,17:27:16 10 Dec 2019,3/17/2020
2020D,California,8/13/2019,Tom Steyer,.1797732,.2132631,17:27:16 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/13/2019,John Hickenlooper,.44566754,.26393029,17:27:15 10 Dec 2019,4/7/2020
2020D,Washington,8/13/2019,John Hickenlooper,.7,.70111577,17:27:15 10 Dec 2019,3/10/2020
2020D,Virginia,8/13/2019,John Hickenlooper,1.776e-15,0,17:27:15 10 Dec 2019,3/3/2020
2020D,Texas,8/13/2019,John Hickenlooper,.23143072,.17230764,17:27:15 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,John Hickenlooper,1.2195467,1.1469165,17:27:15 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,John Hickenlooper,.23899339,.21539832,17:27:15 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/13/2019,John Hickenlooper,.088725,0,17:27:15 10 Dec 2019,4/28/2020
2020D,Oregon,8/13/2019,John Hickenlooper,1,.49474448,17:27:15 10 Dec 2019,5/19/2020
2020D,Oklahoma,8/13/2019,John Hickenlooper,.5,.49729642,17:27:15 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,John Hickenlooper,.26228457,.21891349,17:27:15 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,John Hickenlooper,.1243353,.0739938,17:27:15 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,John Hickenlooper,.37367031,.35868825,17:27:15 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,John Hickenlooper,.09871212,0,17:27:15 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,John Hickenlooper,.29342239,,17:27:15 10 Dec 2019,
2020D,Mississippi,8/13/2019,John Hickenlooper,.26811043,.17003934,17:27:15 10 Dec 2019,3/10/2020
2020D,Michigan,8/13/2019,John Hickenlooper,.39916966,.19066416,17:27:15 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/13/2019,John Hickenlooper,1.776e-15,0,17:27:15 10 Dec 2019,3/3/2020
2020D,Maine,8/13/2019,John Hickenlooper,1.776e-15,0,17:27:15 10 Dec 2019,3/3/2020
2020D,Iowa,8/13/2019,John Hickenlooper,.53106692,.50335061,17:27:15 10 Dec 2019,2/3/2020
2020D,Illinois,8/13/2019,John Hickenlooper,.3,.29837978,17:27:15 10 Dec 2019,3/17/2020
2020D,Georgia,8/13/2019,John Hickenlooper,.19273328,.12894468,17:27:15 10 Dec 2019,3/24/2020
2020D,Florida,8/13/2019,John Hickenlooper,.30969308,.18021883,17:27:15 10 Dec 2019,3/17/2020
2020D,California,8/13/2019,John Hickenlooper,.06640973,.05120437,17:27:15 10 Dec 2019,3/3/2020
2020D,Arizona,8/13/2019,John Hickenlooper,.5,.36284858,17:27:15 10 Dec 2019,3/17/2020
2020D,Alabama,8/13/2019,John Hickenlooper,.13797608,0,17:27:15 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/13/2019,Jay Robert Inslee,.60998632,.36709976,17:27:13 10 Dec 2019,4/7/2020
2020D,Washington,8/13/2019,Jay Robert Inslee,6.1,6.0724322,17:27:13 10 Dec 2019,3/10/2020
2020D,Virginia,8/13/2019,Jay Robert Inslee,0,0,17:27:13 10 Dec 2019,3/3/2020
2020D,Texas,8/13/2019,Jay Robert Inslee,.09067073,0,17:27:13 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,Jay Robert Inslee,1.776e-15,0,17:27:13 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,Jay Robert Inslee,.17099903,.10908528,17:27:13 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/13/2019,Jay Robert Inslee,.05006362,0,17:27:13 10 Dec 2019,4/28/2020
2020D,Oregon,8/13/2019,Jay Robert Inslee,1,.31151545,17:27:13 10 Dec 2019,5/19/2020
2020D,Oklahoma,8/13/2019,Jay Robert Inslee,1.4,1.3474628,17:27:13 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,Jay Robert Inslee,.08092514,0,17:27:13 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,Jay Robert Inslee,.05851484,0,17:27:13 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,Jay Robert Inslee,.2873493,.22084203,17:27:13 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,Jay Robert Inslee,.42826202,.21429181,17:27:13 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,Jay Robert Inslee,.16156181,,17:27:13 10 Dec 2019,
2020D,Mississippi,8/13/2019,Jay Robert Inslee,1,.85709043,17:27:13 10 Dec 2019,3/10/2020
2020D,Minnesota,8/13/2019,Jay Robert Inslee,.96728514,.71098419,17:27:13 10 Dec 2019,3/3/2020
2020D,Michigan,8/13/2019,Jay Robert Inslee,0,0,17:27:13 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/13/2019,Jay Robert Inslee,.05714448,0,17:27:13 10 Dec 2019,3/3/2020
2020D,Maine,8/13/2019,Jay Robert Inslee,1.776e-15,0,17:27:13 10 Dec 2019,3/3/2020
2020D,Iowa,8/13/2019,Jay Robert Inslee,.34817518,.22675819,17:27:13 10 Dec 2019,2/3/2020
2020D,Illinois,8/13/2019,Jay Robert Inslee,.7,.67739435,17:27:13 10 Dec 2019,3/17/2020
2020D,Georgia,8/13/2019,Jay Robert Inslee,1.776e-15,0,17:27:13 10 Dec 2019,3/24/2020
2020D,Florida,8/13/2019,Jay Robert Inslee,.31460567,.01931824,17:27:13 10 Dec 2019,3/17/2020
2020D,California,8/13/2019,Jay Robert Inslee,.27371733,.20633171,17:27:13 10 Dec 2019,3/3/2020
2020D,Arizona,8/13/2019,Jay Robert Inslee,.3,.08340793,17:27:13 10 Dec 2019,3/17/2020
2020D,Alabama,8/13/2019,Jay Robert Inslee,0,0,17:27:13 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/13/2019,Seth Moulton,.02836813,0,17:27:11 10 Dec 2019,4/7/2020
2020D,Virginia,8/13/2019,Seth Moulton,1.776e-15,0,17:27:11 10 Dec 2019,3/3/2020
2020D,Texas,8/13/2019,Seth Moulton,.00421767,0,17:27:11 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,Seth Moulton,1,.96663497,17:27:11 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,Seth Moulton,.0296446,.01476517,17:27:11 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/13/2019,Seth Moulton,1.776e-15,0,17:27:11 10 Dec 2019,4/28/2020
2020D,Oklahoma,8/13/2019,Seth Moulton,1.776e-15,0,17:27:11 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,Seth Moulton,1.776e-15,0,17:27:11 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,Seth Moulton,.01363449,0,17:27:11 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,Seth Moulton,.06819746,.04783986,17:27:11 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,Seth Moulton,1.776e-15,0,17:27:11 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,Seth Moulton,.05946094,,17:27:11 10 Dec 2019,
2020D,Mississippi,8/13/2019,Seth Moulton,1.776e-15,0,17:27:11 10 Dec 2019,3/10/2020
2020D,Minnesota,8/13/2019,Seth Moulton,.02836813,0,17:27:11 10 Dec 2019,3/3/2020
2020D,Michigan,8/13/2019,Seth Moulton,.01295031,0,17:27:11 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/13/2019,Seth Moulton,1.08,.99975342,17:27:11 10 Dec 2019,3/3/2020
2020D,Iowa,8/13/2019,Seth Moulton,.05435817,.02404711,17:27:11 10 Dec 2019,2/3/2020
2020D,Illinois,8/13/2019,Seth Moulton,.1,.09967165,17:27:11 10 Dec 2019,3/17/2020
2020D,Georgia,8/13/2019,Seth Moulton,1.776e-15,0,17:27:11 10 Dec 2019,3/24/2020
2020D,Florida,8/13/2019,Seth Moulton,.09649861,.03182732,17:27:11 10 Dec 2019,3/17/2020
2020D,California,8/13/2019,Seth Moulton,.03695943,.01352552,17:27:11 10 Dec 2019,3/3/2020
2020D,Alabama,8/13/2019,Seth Moulton,.77551658,.77363234,17:27:11 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/13/2019,Steve Bullock,.07862503,.12222524,17:27:09 10 Dec 2019,4/7/2020
2020D,Virginia,8/13/2019,Steve Bullock,1,1.1439085,17:27:09 10 Dec 2019,3/3/2020
2020D,Texas,8/13/2019,Steve Bullock,.09767494,.13764957,17:27:09 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,Steve Bullock,.13481465,.19590556,17:27:09 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,Steve Bullock,.05364274,.0922358,17:27:09 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/13/2019,Steve Bullock,1,1.0197896,17:27:09 10 Dec 2019,4/28/2020
2020D,Oklahoma,8/13/2019,Steve Bullock,.6,.64009528,17:27:09 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,Steve Bullock,.13722939,.17894111,17:27:09 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,Steve Bullock,.11210164,.1737886,17:27:09 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,Steve Bullock,.03596261,.07005952,17:27:09 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,Steve Bullock,.09286531,.17019469,17:27:09 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,Steve Bullock,.29433356,,17:27:09 10 Dec 2019,
2020D,Mississippi,8/13/2019,Steve Bullock,.17129906,.24683119,17:27:09 10 Dec 2019,3/10/2020
2020D,Michigan,8/13/2019,Steve Bullock,1.776e-15,.05596853,17:27:09 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/13/2019,Steve Bullock,.27,.39716347,17:27:09 10 Dec 2019,3/3/2020
2020D,Maine,8/13/2019,Steve Bullock,1.776e-15,.08253011,17:27:09 10 Dec 2019,3/3/2020
2020D,Iowa,8/13/2019,Steve Bullock,1.1146869,1.152615,17:27:09 10 Dec 2019,2/3/2020
2020D,Illinois,8/13/2019,Steve Bullock,.3,.32050091,17:27:09 10 Dec 2019,3/17/2020
2020D,Georgia,8/13/2019,Steve Bullock,2.1714773,2.2490811,17:27:09 10 Dec 2019,3/24/2020
2020D,Florida,8/13/2019,Steve Bullock,.07021244,.17978056,17:27:09 10 Dec 2019,3/17/2020
2020D,California,8/13/2019,Steve Bullock,.04502121,.08794581,17:27:09 10 Dec 2019,3/3/2020
2020D,Alabama,8/13/2019,Steve Bullock,.34605035,.38690106,17:27:09 10 Dec 2019,3/3/2020
2020D,Wisconsin,8/13/2019,Julián Castro,.50587419,.49522338,17:27:08 10 Dec 2019,4/7/2020
2020D,Washington,8/13/2019,Julián Castro,1.9,1.8470515,17:27:08 10 Dec 2019,3/10/2020
2020D,Virginia,8/13/2019,Julián Castro,1.9776461,1.9940491,17:27:08 10 Dec 2019,3/3/2020
2020D,Texas,8/13/2019,Julián Castro,2.9859276,2.9583092,17:27:08 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,Julián Castro,1,.87035343,17:27:08 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,Julián Castro,.40958443,.37820459,17:27:08 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/13/2019,Julián Castro,.49612724,.5247468,17:27:08 10 Dec 2019,4/28/2020
2020D,Oregon,8/13/2019,Julián Castro,1,1.0408324,17:27:08 10 Dec 2019,5/19/2020
2020D,Oklahoma,8/13/2019,Julián Castro,1.776e-15,0,17:27:08 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,Julián Castro,.86412807,.80589582,17:27:08 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,Julián Castro,.80682004,.85496855,17:27:08 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,Julián Castro,.57265585,.55660181,17:27:08 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,Julián Castro,.91170476,.95271768,17:27:08 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,Julián Castro,.89965777,,17:27:08 10 Dec 2019,
2020D,Mississippi,8/13/2019,Julián Castro,1.776e-15,0,17:27:08 10 Dec 2019,3/10/2020
2020D,Minnesota,8/13/2019,Julián Castro,.96617118,1.0435754,17:27:08 10 Dec 2019,3/3/2020
2020D,Michigan,8/13/2019,Julián Castro,.29690458,.30496524,17:27:08 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/13/2019,Julián Castro,.45750955,.49538414,17:27:08 10 Dec 2019,3/3/2020
2020D,Maine,8/13/2019,Julián Castro,1.776e-15,0,17:27:08 10 Dec 2019,3/3/2020
2020D,Iowa,8/13/2019,Julián Castro,.63124579,.64177664,17:27:08 10 Dec 2019,2/3/2020
2020D,Illinois,8/13/2019,Julián Castro,.6,.5349456,17:27:08 10 Dec 2019,3/17/2020
2020D,Georgia,8/13/2019,Julián Castro,3,2.8406274,17:27:08 10 Dec 2019,3/24/2020
2020D,Florida,8/13/2019,Julián Castro,.76186154,.81221008,17:27:08 10 Dec 2019,3/17/2020
2020D,California,8/13/2019,Julián Castro,.65291848,.61467029,17:27:08 10 Dec 2019,3/3/2020
2020D,Arizona,8/13/2019,Julián Castro,2.4,2.490775,17:27:08 10 Dec 2019,3/17/2020
2020D,Alabama,8/13/2019,Julián Castro,.7258137,.72415228,17:27:08 10 Dec 2019,3/3/2020
2020D,National,8/13/2019,Deval Patrick,1,,17:27:06 10 Dec 2019,
2020D,Wisconsin,8/13/2019,John K. Delaney,.45844256,.46923941,17:27:05 10 Dec 2019,4/7/2020
2020D,Washington,8/13/2019,John K. Delaney,.90159289,.90606569,17:27:05 10 Dec 2019,3/10/2020
2020D,Virginia,8/13/2019,John K. Delaney,.09095392,.12579961,17:27:05 10 Dec 2019,3/3/2020
2020D,Texas,8/13/2019,John K. Delaney,.39156356,.41323661,17:27:05 10 Dec 2019,3/3/2020
2020D,Tennessee,8/13/2019,John K. Delaney,.18477501,.18879107,17:27:05 10 Dec 2019,3/3/2020
2020D,South Carolina,8/13/2019,John K. Delaney,.76577638,.7708641,17:27:05 10 Dec 2019,2/29/2020
2020D,Pennsylvania,8/13/2019,John K. Delaney,.05014179,.06131315,17:27:05 10 Dec 2019,4/28/2020
2020D,Oregon,8/13/2019,John K. Delaney,.90159289,.84354559,17:27:05 10 Dec 2019,5/19/2020
2020D,Oklahoma,8/13/2019,John K. Delaney,.8,.80773304,17:27:05 10 Dec 2019,3/3/2020
2020D,Ohio,8/13/2019,John K. Delaney,.33491433,.34604628,17:27:05 10 Dec 2019,3/17/2020
2020D,North Carolina,8/13/2019,John K. Delaney,.0710188,.09119235,17:27:05 10 Dec 2019,3/3/2020
2020D,New Hampshire,8/13/2019,John K. Delaney,.74226959,.75124554,17:27:05 10 Dec 2019,2/11/2020
2020D,Nevada,8/13/2019,John K. Delaney,1.776e-15,.03609751,17:27:05 10 Dec 2019,2/22/2020
2020D,National,8/13/2019,John K. Delaney,.37251441,,17:27:05 10 Dec 2019,
2020D,Mississippi,8/13/2019,John K. Delaney,.5149499,.52729951,17:27:05 10 Dec 2019,3/10/2020
2020D,Minnesota,8/13/2019,John K. Delaney,.18934279,.22287969,17:27:05 10 Dec 2019,3/3/2020
2020D,Michigan,8/13/2019,John K. Delaney,.23286925,.24541848,17:27:05 10 Dec 2019,3/10/2020
2020D,Massachusetts,8/13/2019,John K. Delaney,.33428997,.37016976,17:27:05 10 Dec 2019,3/3/2020
2020D,Iowa,8/13/2019,John K. Delaney,.75400356,.76327775,17:27:05 10 Dec 2019,2/3/2020
2020D,Illinois,8/13/2019,John K. Delaney,1.776e-15,.00649117,17:27:05 10 Dec 2019,3/17/2020
2020D,Georgia,8/13/2019,John K. Delaney,.18477501,.18879107,17:27:05 10 Dec 2019,3/24/2020
