race,state,modeldate,candidate_name,pct_estimate,pct_trend_adjusted,timestamp,contestdate
2020D,Florida,4/15/2019,Joseph R. Biden Jr.,33.038944,31.088089,17:49:02 10 Dec 2019,3/17/2020
2020D,California,4/15/2019,Joseph R. Biden Jr.,22.260687,21.958817,17:49:02 10 Dec 2019,3/3/2020
2020D,Alabama,4/15/2019,Joseph R. Biden Jr.,40.206377,38.069268,17:49:02 10 Dec 2019,3/3/2020
2020D,National,4/14/2019,Tim Ryan,1,,17:49:47 10 Dec 2019,
2020D,Iowa,4/14/2019,Tim Ryan,1,1,17:49:47 10 Dec 2019,2/3/2020
2020D,California,4/14/2019,Tim Ryan,1.776e-15,1.776e-15,17:49:47 10 Dec 2019,3/3/2020
2020D,South Carolina,4/14/2019,Michael F. Bennet,0,0,17:49:47 10 Dec 2019,2/29/2020
2020D,National,4/14/2019,Michael F. Bennet,.29814945,,17:49:47 10 Dec 2019,
2020D,Iowa,4/14/2019,Michael F. Bennet,.19275484,.16343566,17:49:47 10 Dec 2019,2/3/2020
2020D,California,4/14/2019,Michael F. Bennet,0,0,17:49:47 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Michael F. Bennet,0,0,17:49:47 10 Dec 2019,3/3/2020
2020D,South Carolina,4/14/2019,Marianne Williamson,.03200979,.20766815,17:49:46 10 Dec 2019,2/29/2020
2020D,New Hampshire,4/14/2019,Marianne Williamson,1.776e-15,.41184361,17:49:46 10 Dec 2019,2/11/2020
2020D,National,4/14/2019,Marianne Williamson,.53497246,,17:49:46 10 Dec 2019,
2020D,Iowa,4/14/2019,Marianne Williamson,.02022492,.15448465,17:49:46 10 Dec 2019,2/3/2020
2020D,California,4/14/2019,Marianne Williamson,.04820184,.10481007,17:49:46 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Marianne Williamson,.03200979,.32986921,17:49:46 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,Pete Buttigieg,.376288,1.5686024,17:49:45 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,Pete Buttigieg,3.5779201,4.9450596,17:49:45 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,Pete Buttigieg,5.127592,5.4992049,17:49:45 10 Dec 2019,4/28/2020
2020D,Oregon,4/14/2019,Pete Buttigieg,3,4.3953221,17:49:45 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,Pete Buttigieg,4.5611282,6.4308818,17:49:45 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,Pete Buttigieg,4.5144012,4.9718867,17:49:45 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,Pete Buttigieg,3.1947856,,17:49:45 10 Dec 2019,
2020D,Michigan,4/14/2019,Pete Buttigieg,0,1.6526024,17:49:45 10 Dec 2019,3/10/2020
2020D,Massachusetts,4/14/2019,Pete Buttigieg,10.442436,10.305627,17:49:45 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,Pete Buttigieg,7.9086369,8.6143098,17:49:45 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Pete Buttigieg,1.776e-15,2.2671752,17:49:45 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Pete Buttigieg,6.4641048,6.8718645,17:49:45 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Pete Buttigieg,2.4150717,3.3895014,17:49:45 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,Tulsi Gabbard,.06671624,0,17:49:44 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,Tulsi Gabbard,.49040305,.32751156,17:49:44 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,Tulsi Gabbard,2.2974468,2.2591067,17:49:44 10 Dec 2019,4/28/2020
2020D,Oregon,4/14/2019,Tulsi Gabbard,1,.9146899,17:49:44 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,Tulsi Gabbard,.44538049,.24451878,17:49:44 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,Tulsi Gabbard,1.4236762,1.3955569,17:49:44 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,Tulsi Gabbard,.53358325,,17:49:44 10 Dec 2019,
2020D,Michigan,4/14/2019,Tulsi Gabbard,0,0,17:49:44 10 Dec 2019,3/10/2020
2020D,Massachusetts,4/14/2019,Tulsi Gabbard,.64791529,.65193222,17:49:44 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,Tulsi Gabbard,.29262999,.24919603,17:49:44 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Tulsi Gabbard,1.776e-15,0,17:49:44 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Tulsi Gabbard,1.0420582,.97968359,17:49:44 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Tulsi Gabbard,0,0,17:49:44 10 Dec 2019,3/3/2020
2020D,South Carolina,4/14/2019,Bill de Blasio,.22601675,.40129341,17:49:43 10 Dec 2019,2/29/2020
2020D,National,4/14/2019,Bill de Blasio,.55889017,,17:49:43 10 Dec 2019,
2020D,Iowa,4/14/2019,Bill de Blasio,0,0,17:49:43 10 Dec 2019,2/3/2020
2020D,Alabama,4/14/2019,Bill de Blasio,.22601675,.22624115,17:49:43 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,Andrew Yang,.70938073,.66426868,17:49:42 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,Andrew Yang,1.0073544,1.0986025,17:49:42 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,Andrew Yang,.90714227,.88185785,17:49:42 10 Dec 2019,4/28/2020
2020D,Oregon,4/14/2019,Andrew Yang,4,3.9395014,17:49:42 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,Andrew Yang,1,1.1400572,17:49:42 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,Andrew Yang,3.0838496,3.053232,17:49:42 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,Andrew Yang,.82061425,,17:49:42 10 Dec 2019,
2020D,Massachusetts,4/14/2019,Andrew Yang,1.0060312,1.0065757,17:49:42 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,Andrew Yang,.69779643,.687413,17:49:42 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Andrew Yang,1.776e-15,0,17:49:42 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Andrew Yang,.95136854,.9884991,17:49:42 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Andrew Yang,1.0073544,.96218578,17:49:42 10 Dec 2019,3/3/2020
2020D,South Carolina,4/14/2019,Eric Swalwell,.43396815,.43396815,17:49:41 10 Dec 2019,2/29/2020
2020D,National,4/14/2019,Eric Swalwell,.00035774,,17:49:41 10 Dec 2019,
2020D,Iowa,4/14/2019,Eric Swalwell,.85366656,.85366656,17:49:41 10 Dec 2019,2/3/2020
2020D,California,4/14/2019,Eric Swalwell,.60128202,.60128202,17:49:41 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Eric Swalwell,0,0,17:49:41 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,John Hickenlooper,.30290879,.2327027,17:49:40 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,John Hickenlooper,.90549674,.79920433,17:49:40 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,John Hickenlooper,0,0,17:49:40 10 Dec 2019,4/28/2020
2020D,Oregon,4/14/2019,John Hickenlooper,1,.9402447,17:49:40 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,John Hickenlooper,.31748889,.22036016,17:49:40 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,John Hickenlooper,.10551146,.08985633,17:49:40 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,John Hickenlooper,.61743561,,17:49:40 10 Dec 2019,
2020D,Michigan,4/14/2019,John Hickenlooper,.50033244,.37528782,17:49:40 10 Dec 2019,3/10/2020
2020D,Iowa,4/14/2019,John Hickenlooper,.08345278,.05428487,17:49:40 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,John Hickenlooper,1.776e-15,0,17:49:40 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,John Hickenlooper,0,0,17:49:40 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,John Hickenlooper,0,0,17:49:40 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,Jay Robert Inslee,.15534766,0,17:49:39 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,Jay Robert Inslee,0,0,17:49:39 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,Jay Robert Inslee,0,0,17:49:39 10 Dec 2019,4/28/2020
2020D,Oregon,4/14/2019,Jay Robert Inslee,1,.79141725,17:49:39 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,Jay Robert Inslee,.3,.3,17:49:39 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,Jay Robert Inslee,.0559666,0,17:49:39 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,Jay Robert Inslee,.71097165,,17:49:39 10 Dec 2019,
2020D,Michigan,4/14/2019,Jay Robert Inslee,0,0,17:49:39 10 Dec 2019,3/10/2020
2020D,Massachusetts,4/14/2019,Jay Robert Inslee,0,0,17:49:39 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,Jay Robert Inslee,.4033476,.33605746,17:49:39 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Jay Robert Inslee,1.776e-15,0,17:49:39 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Jay Robert Inslee,.64097045,.67915013,17:49:39 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Jay Robert Inslee,0,0,17:49:39 10 Dec 2019,3/3/2020
2020D,National,4/14/2019,Seth Moulton,1.776e-15,,17:49:38 10 Dec 2019,
2020D,Iowa,4/14/2019,Seth Moulton,1.776e-15,1.776e-15,17:49:38 10 Dec 2019,2/3/2020
2020D,Alabama,4/14/2019,Seth Moulton,1,1,17:49:38 10 Dec 2019,3/3/2020
2020D,National,4/14/2019,Steve Bullock,.36228327,,17:49:38 10 Dec 2019,
2020D,Iowa,4/14/2019,Steve Bullock,.19705135,.31958998,17:49:38 10 Dec 2019,2/3/2020
2020D,California,4/14/2019,Steve Bullock,.11400819,.00378191,17:49:38 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Steve Bullock,.11400819,.3642101,17:49:38 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,Julián Castro,.19394368,.20912065,17:49:37 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,Julián Castro,.70982661,.72235809,17:49:37 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,Julián Castro,.59361252,.59831593,17:49:37 10 Dec 2019,4/28/2020
2020D,Oregon,4/14/2019,Julián Castro,1,1.014252,17:49:37 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,Julián Castro,.40442881,.4380015,17:49:37 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,Julián Castro,.49369467,.49651594,17:49:37 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,Julián Castro,.84079652,,17:49:37 10 Dec 2019,
2020D,Michigan,4/14/2019,Julián Castro,0,.00660228,17:49:37 10 Dec 2019,3/10/2020
2020D,Massachusetts,4/14/2019,Julián Castro,.99328797,.99476267,17:49:37 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,Julián Castro,1.5341602,1.5381512,17:49:37 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Julián Castro,1.776e-15,.01295782,17:49:37 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Julián Castro,1.894042,1.9028402,17:49:37 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Julián Castro,.88608793,.89469179,17:49:37 10 Dec 2019,3/3/2020
2020D,National,4/14/2019,Deval Patrick,1,,17:49:36 10 Dec 2019,
2020D,South Carolina,4/14/2019,John K. Delaney,.12744351,.24944374,17:49:35 10 Dec 2019,2/29/2020
2020D,Oregon,4/14/2019,John K. Delaney,1,1.0499189,17:49:35 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,John K. Delaney,.84405699,1.0198873,17:49:35 10 Dec 2019,2/11/2020
2020D,National,4/14/2019,John K. Delaney,.48997233,,17:49:35 10 Dec 2019,
2020D,Massachusetts,4/14/2019,John K. Delaney,.58647119,.58452564,17:49:35 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,John K. Delaney,1.5927167,1.6278035,17:49:35 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,John K. Delaney,1.776e-15,.16281339,17:49:35 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,John K. Delaney,.1711071,.23246505,17:49:35 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,John K. Delaney,.175248,.19522432,17:49:35 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,Kirsten E. Gillibrand,.48870408,.95771201,17:49:34 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,Kirsten E. Gillibrand,1.6251279,1.9831886,17:49:34 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,Kirsten E. Gillibrand,1.7868457,2.0300488,17:49:34 10 Dec 2019,4/28/2020
2020D,Oregon,4/14/2019,Kirsten E. Gillibrand,1,1.4648317,17:49:34 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,Kirsten E. Gillibrand,1.4724661,1.797622,17:49:34 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,Kirsten E. Gillibrand,.68841042,.85762546,17:49:34 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,Kirsten E. Gillibrand,1.238694,,17:49:34 10 Dec 2019,
2020D,Michigan,4/14/2019,Kirsten E. Gillibrand,.68841042,1.3174839,17:49:34 10 Dec 2019,3/10/2020
2020D,Massachusetts,4/14/2019,Kirsten E. Gillibrand,0,0,17:49:34 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,Kirsten E. Gillibrand,.87673565,1.0449799,17:49:34 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Kirsten E. Gillibrand,1.776e-15,.61269772,17:49:34 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Kirsten E. Gillibrand,.26857342,.31108188,17:49:34 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Kirsten E. Gillibrand,.05094076,.42256001,17:49:34 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,Amy Klobuchar,3.8556736,3.6254674,17:49:33 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,Amy Klobuchar,1.0155297,.72597416,17:49:33 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,Amy Klobuchar,1.4997634,1.4771116,17:49:33 10 Dec 2019,4/28/2020
2020D,New Hampshire,4/14/2019,Amy Klobuchar,3.9812823,3.3334575,17:49:33 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,Amy Klobuchar,2.3611217,2.3159788,17:49:33 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,Amy Klobuchar,1.5854639,,17:49:33 10 Dec 2019,
2020D,Michigan,4/14/2019,Amy Klobuchar,4.7525672,4.2730847,17:49:33 10 Dec 2019,3/10/2020
2020D,Massachusetts,4/14/2019,Amy Klobuchar,2.2614978,2.2692809,17:49:33 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,Amy Klobuchar,3.6296016,3.5245491,17:49:33 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Amy Klobuchar,.99468724,.75521527,17:49:33 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Amy Klobuchar,1.3204776,1.2150063,17:49:33 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Amy Klobuchar,1.0662947,.97718446,17:49:33 10 Dec 2019,3/3/2020
2020D,South Carolina,4/14/2019,Michael Bloomberg,1.39798,.69994427,17:49:32 10 Dec 2019,2/29/2020
2020D,New Hampshire,4/14/2019,Michael Bloomberg,1.6299734,.90332709,17:49:32 10 Dec 2019,2/11/2020
2020D,National,4/14/2019,Michael Bloomberg,1.1995429,,17:49:32 10 Dec 2019,
2020D,Iowa,4/14/2019,Michael Bloomberg,1.776e-15,0,17:49:32 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Michael Bloomberg,1,.3397061,17:49:32 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Michael Bloomberg,.04807369,0,17:49:32 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,Kamala D. Harris,4.5750128,4.2435296,17:49:31 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,Kamala D. Harris,9.8563675,8.9997198,17:49:31 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,Kamala D. Harris,5.7010993,5.6628644,17:49:31 10 Dec 2019,4/28/2020
2020D,Oregon,4/14/2019,Kamala D. Harris,6,5.7115948,17:49:31 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,Kamala D. Harris,9.843716,8.360584,17:49:31 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,Kamala D. Harris,8.4862011,8.4163116,17:49:31 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,Kamala D. Harris,8.5134833,,17:49:31 10 Dec 2019,
2020D,Michigan,4/14/2019,Kamala D. Harris,10.788092,9.8859931,17:49:31 10 Dec 2019,3/10/2020
2020D,Massachusetts,4/14/2019,Kamala D. Harris,5.8119939,5.8199361,17:49:31 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,Kamala D. Harris,7.428651,7.2399542,17:49:31 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Kamala D. Harris,5.7079739,5.175564,17:49:31 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Kamala D. Harris,19.155135,18.586478,17:49:31 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Kamala D. Harris,11.640159,11.39622,17:49:31 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,Cory A. Booker,1.8109899,2.0520566,17:49:30 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,Cory A. Booker,8.1326728,8.1363175,17:49:30 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,Cory A. Booker,3.1379671,3.2182794,17:49:30 10 Dec 2019,4/28/2020
2020D,Oregon,4/14/2019,Cory A. Booker,4,4.3017848,17:49:30 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,Cory A. Booker,3.9259795,3.8101447,17:49:30 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,Cory A. Booker,1.8109899,1.9040799,17:49:30 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,Cory A. Booker,3.5466146,,17:49:30 10 Dec 2019,
2020D,Michigan,4/14/2019,Cory A. Booker,2.4841362,2.7177064,17:49:30 10 Dec 2019,3/10/2020
2020D,Massachusetts,4/14/2019,Cory A. Booker,1.7148937,1.6956193,17:49:30 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,Cory A. Booker,3.4993092,3.5927844,17:49:30 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Cory A. Booker,1.6432046,1.8418947,17:49:30 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Cory A. Booker,2.7268513,2.6860105,17:49:30 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Cory A. Booker,8.8103788,9.2025733,17:49:30 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,Beto O'Rourke,6.2243759,6.5759084,17:49:29 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,Beto O'Rourke,7.2706066,8.0806027,17:49:29 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,Beto O'Rourke,4.200671,4.2046915,17:49:29 10 Dec 2019,4/28/2020
2020D,Oregon,4/14/2019,Beto O'Rourke,8,8.2609114,17:49:29 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,Beto O'Rourke,5.6865354,6.985553,17:49:29 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,Beto O'Rourke,10.430185,10.445029,17:49:29 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,Beto O'Rourke,8.6000291,,17:49:29 10 Dec 2019,
2020D,Michigan,4/14/2019,Beto O'Rourke,2.2178637,2.8252074,17:49:29 10 Dec 2019,3/10/2020
2020D,Massachusetts,4/14/2019,Beto O'Rourke,7.6264169,7.6213357,17:49:29 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,Beto O'Rourke,5.9240443,6.0914686,17:49:29 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Beto O'Rourke,3.5414827,3.9221114,17:49:29 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Beto O'Rourke,7.1151213,7.4652935,17:49:29 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Beto O'Rourke,9.2622586,9.389398,17:49:29 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,Elizabeth Warren,13.10757,12.740818,17:49:28 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,Elizabeth Warren,5.3102185,5.0710083,17:49:28 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,Elizabeth Warren,8.9569659,8.8764699,17:49:28 10 Dec 2019,4/28/2020
2020D,Oregon,4/14/2019,Elizabeth Warren,6,5.7530335,17:49:28 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,Elizabeth Warren,8.1614734,7.7986808,17:49:28 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,Elizabeth Warren,8.8110974,8.6974691,17:49:28 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,Elizabeth Warren,5.8778427,,17:49:28 10 Dec 2019,
2020D,Michigan,4/14/2019,Elizabeth Warren,10.144252,9.6959397,17:49:28 10 Dec 2019,3/10/2020
2020D,Massachusetts,4/14/2019,Elizabeth Warren,12.72437,12.748036,17:49:28 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,Elizabeth Warren,7.1899767,7.0679301,17:49:28 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Elizabeth Warren,5.284328,5.0022797,17:49:28 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Elizabeth Warren,6.9111385,6.8473515,17:49:28 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Elizabeth Warren,4.8899758,4.6927448,17:49:28 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,Bernard Sanders,36.769593,35.139945,17:49:27 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,Bernard Sanders,14.825749,14.626144,17:49:27 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,Bernard Sanders,17.471588,17.108468,17:49:27 10 Dec 2019,4/28/2020
2020D,Oregon,4/14/2019,Bernard Sanders,27,25.508732,17:49:27 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,Bernard Sanders,21.020652,21.503693,17:49:27 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,Bernard Sanders,20.756588,20.20659,17:49:27 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,Bernard Sanders,19.646279,,17:49:27 10 Dec 2019,
2020D,Michigan,4/14/2019,Bernard Sanders,21.52985,20.09624,17:49:27 10 Dec 2019,3/10/2020
2020D,Massachusetts,4/14/2019,Bernard Sanders,23.854745,24.006216,17:49:27 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,Bernard Sanders,17.70727,17.250844,17:49:27 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Bernard Sanders,12.252487,11.274523,17:49:27 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Bernard Sanders,20.032922,20.324592,17:49:27 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Bernard Sanders,12.285703,11.228129,17:49:27 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/14/2019,Joseph R. Biden Jr.,23.488855,23.217197,17:49:26 10 Dec 2019,4/7/2020
2020D,South Carolina,4/14/2019,Joseph R. Biden Jr.,32.889598,33.383484,17:49:26 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/14/2019,Joseph R. Biden Jr.,33.954018,33.806544,17:49:26 10 Dec 2019,4/28/2020
2020D,Oregon,4/14/2019,Joseph R. Biden Jr.,26,25.648821,17:49:26 10 Dec 2019,5/19/2020
2020D,New Hampshire,4/14/2019,Joseph R. Biden Jr.,24.399982,25.619988,17:49:26 10 Dec 2019,2/11/2020
2020D,Nevada,4/14/2019,Joseph R. Biden Jr.,26.388319,26.177756,17:49:26 10 Dec 2019,2/22/2020
2020D,National,4/14/2019,Joseph R. Biden Jr.,29.467128,,17:49:26 10 Dec 2019,
2020D,Michigan,4/14/2019,Joseph R. Biden Jr.,39.58671,39.394456,17:49:26 10 Dec 2019,3/10/2020
2020D,Massachusetts,4/14/2019,Joseph R. Biden Jr.,22.689015,22.762465,17:49:26 10 Dec 2019,3/3/2020
2020D,Iowa,4/14/2019,Joseph R. Biden Jr.,26.772625,26.695884,17:49:26 10 Dec 2019,2/3/2020
2020D,Florida,4/14/2019,Joseph R. Biden Jr.,33.055857,32.82647,17:49:26 10 Dec 2019,3/17/2020
2020D,California,4/14/2019,Joseph R. Biden Jr.,22.380545,22.856142,17:49:26 10 Dec 2019,3/3/2020
2020D,Alabama,4/14/2019,Joseph R. Biden Jr.,40.319375,39.814602,17:49:26 10 Dec 2019,3/3/2020
2020D,National,4/13/2019,Tim Ryan,1,,17:50:10 10 Dec 2019,
2020D,Iowa,4/13/2019,Tim Ryan,1,1,17:50:10 10 Dec 2019,2/3/2020
2020D,California,4/13/2019,Tim Ryan,1.776e-15,1.776e-15,17:50:10 10 Dec 2019,3/3/2020
2020D,South Carolina,4/13/2019,Michael F. Bennet,0,0,17:50:10 10 Dec 2019,2/29/2020
2020D,National,4/13/2019,Michael F. Bennet,.29814945,,17:50:10 10 Dec 2019,
2020D,Iowa,4/13/2019,Michael F. Bennet,.19275484,.16343566,17:50:10 10 Dec 2019,2/3/2020
2020D,California,4/13/2019,Michael F. Bennet,0,0,17:50:10 10 Dec 2019,3/3/2020
2020D,Alabama,4/13/2019,Michael F. Bennet,0,0,17:50:10 10 Dec 2019,3/3/2020
2020D,South Carolina,4/13/2019,Marianne Williamson,.03200979,.20766815,17:50:09 10 Dec 2019,2/29/2020
2020D,New Hampshire,4/13/2019,Marianne Williamson,1.776e-15,.41184361,17:50:09 10 Dec 2019,2/11/2020
2020D,National,4/13/2019,Marianne Williamson,.53497246,,17:50:09 10 Dec 2019,
2020D,Iowa,4/13/2019,Marianne Williamson,.02022492,.15448465,17:50:09 10 Dec 2019,2/3/2020
2020D,California,4/13/2019,Marianne Williamson,.04820184,.10481007,17:50:09 10 Dec 2019,3/3/2020
2020D,Alabama,4/13/2019,Marianne Williamson,.03200979,.32986921,17:50:09 10 Dec 2019,3/3/2020
2020D,Wisconsin,4/13/2019,Pete Buttigieg,.376288,1.5686024,17:50:08 10 Dec 2019,4/7/2020
2020D,South Carolina,4/13/2019,Pete Buttigieg,3.5779201,4.9450596,17:50:08 10 Dec 2019,2/29/2020
2020D,Pennsylvania,4/13/2019,Pete Buttigieg,5.127592,5.4992049,17:50:08 10 Dec 2019,4/28/2020
2020D,Oregon,4/13/2019,Pete Buttigieg,3,4.3953221,17:50:08 10 Dec 2019,5/19/2020
